Princípio Ativo,Nome Comercial,Apresentação Comercial,Fabricante,Finalidade de Uso,Classe Terapêutica,Mecanismo de Ação,Via de Administração,Forma Farmacêutica,Soma de QT_APROVADA,Soma de QT_GLOSATOTAL,Soma de VL_GLOSADO,Soma de VL_APROVADO,VL_UNITÁRIO,QT_MÉDIA_MENSAL,VL_MÉDIO_MENSAL,% GLOSA,%VL APROVADO,Unnamed: 19
IMUNOGLOBULINA G,ENDOBULIN KIOVIG,ENDOBULIN KIOVIG 01 GML SOL INJ CT 1 FA VD INC X 50 ML,TAKEDA PHARMA LTDA.,"Síndromes de imunodeficiências primárias: Agamaglobulinemia, hipogamaglobulinemia congênitas, imunodeficiência comum variável, imunodeficiência combinada grave e síndrome de Wiskott-Aldrich; Hipogamaglobulinemia secundária; AIDS congênita; Imunomodulação: Púrpura trombocitopênica idiopática (PTI), Síndrome de Guillain-Barré, Doença de Kawasaki, transplante de medula óssea alogênico e neuropatia motora multifocal (NMM)",J6C - IMUNOGLOBULINAS POLIVALENTES INTRAVENOSAS,Reposição de IgG,IV/SC,SOLUCAO INJETAVEL,632.0,43.0,20382.68,2105502.770000002,3331.491724683547,52.666666666666664,175458.56416666682,0.0637037037037037,0.9362962962962963,
IMUNOGLOBULINA G,ENDOBULIN KIOVIG,ENDOBULIN KIOVIG RESTRITO HOSP 01 GML SOL INJ C,TAKEDA PHARMA LTDA.,"Síndromes de imunodeficiências primárias: Agamaglobulinemia, hipogamaglobulinemia congênitas, imunodeficiência comum variável, imunodeficiência combinada grave e síndrome de Wiskott-Aldrich; Hipogamaglobulinemia secundária; AIDS congênita; Imunomodulação: Púrpura trombocitopênica idiopática (PTI), Síndrome de Guillain-Barré, Doença de Kawasaki, transplante de medula óssea alogênico e neuropatia motora multifocal (NMM)",J6C - IMUNOGLOBULINAS POLIVALENTES INTRAVENOSAS,Reposição de IgG,IV/SC,SOLUCAO INJETAVEL,10.0,0.0,0.0,33058.3,3305.8300000000004,0.8333333333333334,2754.8583333333336,0,1.0,
OCRELIZUMABE,OCREVUS,OCREVUS 30 MGML SOL DIL INFUS IV CT FA VD TRANS X 10 ML,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,"Esclerose Múltipla Recorrente-Remitente (EMRR), Esclerose Múltipla Primária Progressiva (EMPP)",N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA,Anticorpo monoclonal ligante do CD20 que destrói linfócitos B,IV,SOLUCAO INJETAVEL,6356.0,1214.0,223196.05,17593872.64,2768.0731025802393,529.6666666666666,1466156.0533333335,0.16036988110964334,0.8396301188903567,
IMUNOGLOBULINA HUMANA,BLAUIMUNO,BLAUIMUNO 50 MGML SOL INJ CT 01 FA VD TRANSP X 100 ML,BLAU FARMACEUTICA S.A.,"Síndromes de imunodeficiências primárias: Agamaglobulinemia, hipogamaglobulinemia congênitas, imunodeficiência comum variável, imunodeficiência combinada grave e síndrome de Wiskott-Aldrich; Hipogamaglobulinemia secundária; AIDS congênita; Imunomodulação: Púrpura trombocitopênica idiopática (PTI), Síndrome de Guillain-Barré, Doença de Kawasaki, transplante de medula óssea alogênico e neuropatia motora multifocal (NMM)",J6C - IMUNOGLOBULINAS POLIVALENTES INTRAVENOSAS,Reposição de IgG,IV,SOLUCAO INJETAVEL,173.0,0.0,0.0,439232.83,2538.918092485549,14.416666666666666,36602.73583333333,0,1.0,
IMUNOGLOBULINA HUMANA,FLEBOGAMMA,FLEBOGAMMA 50 G SOL INJ FA 100 ML,GRIFOLS BRASIL LTDA,"Síndromes de imunodeficiências primárias: Agamaglobulinemia, hipogamaglobulinemia congênitas, imunodeficiência comum variável, imunodeficiência combinada grave e síndrome de Wiskott-Aldrich; Hipogamaglobulinemia secundária; AIDS congênita; Imunomodulação: Púrpura trombocitopênica idiopática (PTI), Síndrome de Guillain-Barré, Doença de Kawasaki, transplante de medula óssea alogênico e neuropatia motora multifocal (NMM)",J6C - IMUNOGLOBULINAS POLIVALENTES INTRAVENOSAS,Reposição de IgG,IV,SOLUCAO INJETAVEL,1435.0,20.0,4345.96,3609787.400000002,2515.5312891986073,119.58333333333333,300815.6166666668,0.013745704467353952,0.9862542955326461,
IMUNOGLOBULINA HUMANA,SANDOGLOBULINA,SANDOGLOBULINA PRIVIGEN 01 GML SOL INJ CT FA VD TRANS X 50 ML,CSL BEHRING,"Síndromes de imunodeficiências primárias: Agamaglobulinemia, hipogamaglobulinemia congênitas, imunodeficiência comum variável, imunodeficiência combinada grave e síndrome de Wiskott-Aldrich; Hipogamaglobulinemia secundária; AIDS congênita; Imunomodulação: Púrpura trombocitopênica idiopática (PTI), Síndrome de Guillain-Barré, Doença de Kawasaki, transplante de medula óssea alogênico e neuropatia motora multifocal (NMM)",J6C - IMUNOGLOBULINAS POLIVALENTES INTRAVENOSAS,Reposição de IgG,IV,SOLUCAO INJETAVEL,1387.0,54.0,18578.0,3476631.870000005,2506.5839005046896,115.58333333333333,289719.3225000004,0.03747397640527411,0.9625260235947259,
ERIBULINA,HALAVEN,HALAVEN RESTRITO HOSP 05 MGML SOL INJ CT FA V,UNITED MEDICAL LTDA,"Câncer de mama avançado ou metastático, Sarcoma de tecidos moles (STM) inoperável",L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,"Inibe a fase de crescimento dos microtúbulos (ação antimitótica), bloqueando o ciclo celular e levando à apoptose",IV,SOLUCAO INJETAVEL,107.0,0.0,0.0,256378.7699999998,2396.063271028035,8.916666666666666,21364.89749999998,0,1.0,
IMUNOGLOBULINA HUMANA,BIOGAM,BIOGAM 100 MGML SOL INFUS IV CX FA VD TRANS X 50 ML,ASP-FARMACÊUTICA LTDA,"Síndromes de imunodeficiências primárias: Agamaglobulinemia, hipogamaglobulinemia congênitas, imunodeficiência comum variável, imunodeficiência combinada grave e síndrome de Wiskott-Aldrich; Hipogamaglobulinemia secundária; AIDS congênita; Imunomodulação: Púrpura trombocitopênica idiopática (PTI), Síndrome de Guillain-Barré, Doença de Kawasaki, transplante de medula óssea alogênico e neuropatia motora multifocal (NMM)",J6C - IMUNOGLOBULINAS POLIVALENTES INTRAVENOSAS,Reposição de IgG,IV,SOLUCAO INJETAVEL,82.0,0.0,0.0,186061.15,2269.038414634146,6.833333333333333,15505.095833333333,0,1.0,
ERIBULINA,HALAVEN,HALAVEN 05 MGML SOL INJ CT FA VD TRANS X 2ML,UNITED MEDICAL LTDA,"Câncer de mama avançado ou metastático, Sarcoma de tecidos moles (STM) inoperável",L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,"Inibe a fase de crescimento dos microtúbulos (ação antimitótica), bloqueando o ciclo celular e levando à apoptose",IV,SOLUCAO INJETAVEL,58.0,0.0,0.0,131280.59,2263.458448275862,4.833333333333333,10940.049166666666,0,1.0,
DECITABINA,REDTIBIN,REDTIBIN 50 MG PO LIOF SOL INJ CT FA VD TRANS,DR. REDDYS FARMACEUTICA DO BRASIL LTDA,"Leucemia Mieloide Aguda (LMA), Síndrome Mielodisplásica (SMD)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Agente hipometilante (leva à hipometilação do DNA que reativa genes supressores silenciados - levam à morte celular),IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,7.0,1.0,5112.01,14681.22,2097.3171428571427,0.5833333333333334,1223.435,0.125,0.875,
ACIDO ZOLEDRONICO,ZOMETA,ZOMETA ICMS 0 RESTRITO HOSP RTU SOL INJ 4 MG F,NOVARTIS BIOCIENCIAS S.A,"Câncer de próstata, hipercalcemia maligna, metástases ósseas, osteoporose",M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES,Inibidor de osteoclastos - inibe a reabsorção óssea,IV,SOLUCAO PARA INFUSAO,342.0,54.0,4238.449999999999,701205.8299999981,2050.3094444444387,28.5,58433.81916666651,0.13636363636363635,0.8636363636363636,
ALFAEPOETINA,EPREX,EPREX CART C1 SER DE 40000 UI DE 1 ML CDISPOSIT,JANSSEN-CILAG FARMACEUTICA LTDA,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV/SC,SOLUCAO PARA DILUICAO PARA INFUSAO,114.0,28.0,1943.14,231870.34,2033.950350877193,9.5,19322.528333333332,0.19718309859154928,0.8028169014084507,
INFLIXIMABE,REMSIMA,REMSIMA 120 MGML SOL INJ CT 1 SER PREENCH VD TRANS X 10 ML CAN APLIC 2 ENV LEN ALCOOL,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA,"Artrite reumatoide, Artrite psoriásica, Espondilite anquilosante, Colite ulcerativa, Doença de Crohn, Psoríase em placas",L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL),Anticorpo monoclonal anti TNF-𝛼,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,2.0,0.0,0.0,3924.38,1962.19,0.16666666666666666,327.0316666666667,0,1.0,
INFLIXIMABE,REMSIMA,REMSIMA 120 MGML SOL INJ CT 2 SER PREENCH VD TRANS X 10 ML CAN APLIC 2 ENV LEN ALCOOL,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA,"Artrite reumatoide, Artrite psoriásica, Espondilite anquilosante, Colite ulcerativa, Doença de Crohn, Psoríase em placas",L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL),Anticorpo monoclonal anti TNF-𝛼,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,143.0,0.0,0.0,263010.1099999999,1839.2315384615379,11.916666666666666,21917.50916666666,0,1.0,
ALFAEPOETINA,ALFAEPOETINA,ALFAEPOETINA CONVENIO 13221 40000 UIML SOL INJ C,FUNDACAO OSWALDO CRUZ,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,113.0,10.0,907.66,206199.8099999996,1824.777079646014,9.416666666666666,17183.317499999965,0.08130081300813008,0.9186991869918699,
ABATACEPTE,ORENCIA,ORENCIA 125 MGML SOL INJ CT 4 SER PREENC VD TRANS DISPOSITIVO ULTRASAFE PASSIVE EXTENSORES DE APOIO,BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,"Artrite reumatoide, artrite psoriásica, artrite idiopática juvenil",M1C - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS,Modulador seletivo da coestimulação de linfócitos T,IV/SC,SOLUCAO INJETAVEL,192.0,0.0,0.0,339483.5999999993,1768.1437499999963,16,28290.29999999994,0,1.0,
ACIDO ZOLEDRONICO,DENSIS,DENSIS 08 MGML SOL DIL INFUS IV CT FA PLAS COC TRANS X 5 ML,EUROFARMA LABORATORIOS S.A.,"Câncer de próstata, hipercalcemia maligna, metástases ósseas, osteoporose",M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES,Inibidor de osteoclastos - inibe a reabsorção óssea,IV,SOLUCAO PARA INFUSAO,1.0,0.0,0.0,1675.74,1675.74,0.08333333333333333,139.645,0,1.0,
ACIDO ZOLEDRONICO,ZOLIBBS,ACIDO ZOLEDRONICO 004 MGML SOL INFUS IV CT ENVOL BOLS PLAS PP TRANS SIST FECH X 100 ML,LIBBS FARMACEUTICA LTDA ,"Câncer de próstata, hipercalcemia maligna, metástases ósseas, osteoporose",M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES,Inibidor de osteoclastos - inibe a reabsorção óssea,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,62.0,0.0,0.0,97097.32000000008,1566.0858064516142,5.166666666666667,8091.44333333334,0,1.0,
BELIMUMABE,BENLYSTA,BENLYSTA 200 MGML SOL INJ CT 4 SER PREENC VD TRANS X 1ML,GLAXOSMITHKLINE BRASIL LTDA,"Lúpus Eritematoso Sistêmico (LES) ativo, Nefrite Lúpica",L4X - OUTROS IMUNOSSUPRESSORES,Anticorpo monoclonal bloqueaor da BLyS (aka BAFF - fator estimulador de células B),IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,44.0,0.0,0.0,68674.53,1560.7847727272726,3.6666666666666665,5722.8775,0,1.0,
BELIMUMABE,BENLYSTA,BENLYSTA 200 MGML SOL INJ CT 4 SER PREENC VD TRANS X 1ML CAN APLIC,GLAXOSMITHKLINE BRASIL LTDA,"Lúpus Eritematoso Sistêmico (LES) ativo, Nefrite Lúpica",L4X - OUTROS IMUNOSSUPRESSORES,Anticorpo monoclonal bloqueaor da BLyS (aka BAFF - fator estimulador de células B),IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,16.0,0.0,0.0,24715.94,1544.74625,1.3333333333333333,2059.6616666666664,0,1.0,
ARSENIO,TRISENOX,TRISENOX RESTRITO HOSP 2 MGML SOL DIL INFUS IV,TEVA FARMACEUTICA LTDA, Leucemia Promielocítica Aguda (LPA) - em LPA de baixo risco a intermediário recém-diagnosticada em combinação com ATRA (ácido transretinóico) ou em monoterapia em LPA refratária ou recidivada,L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,"Indução da apoptose, degradação de proteína de fusão",IV,SOLUCAO PARA DILUICAO PARA INFUSAO,256.0,256.0,0.9400000000000004,379411.5400000001,1482.0763281250004,21.333333333333332,31617.62833333334,0.5,0.5,
TOCILIZUMABE,ACTEMRA,ACTEMRA SC 162 MG SOL INJ SC CT 4 SER PREENC VD TRANS X 09 ML,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,"Artrite reumatoide (AR) ativa moderada a grave, Artrite idiopática juvenil sistêmica (AIJS), Artrite idiopática juvenil poliarticular (AIJP), Síndrome de liberação de citocinas (SLC) grave ou de risco à vida, COVID-19 em adultos hospitalizados, Arterite de células gigantes (ACG), Doença pulmonar intersticial (DPI)",M1C - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS,Anticorpo monoclonal que age bloqueando a IL-6,IV/SC,SOLUCAO INJETAVEL,492.0,0.0,0.0,701069.7600000002,1424.9385365853664,41,58422.48000000002,0,1.0,
DOSTARLIMABE,JEMPERLI,JEMPERLI 50 MGML SOL DIL INFUS IV CT FA VD TRANS X 10 ML,GLAXOSMITHKLINE BRASIL LTDA,"Câncer de endométrio recorrente ou avançado, Tumores sólidos recorrentes ou avançados com dMMR","L1G5 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, PD-1/PD-L2","Anticorpo monoclonal que se liga ao receptor de morte programada 1 (PD-1), bloqueando a interação com seus ligantes PD-L1 e PD-L3",IV,SOLUCAO PARA DILUICAO PARA INFUSAO,1041.0,16.0,130175.27,1470007.66,1412.1111047070124,86.75,122500.63833333332,0.015137180700094607,0.9848628192999054,
ALFAEPOETINA,EPREX,EPREX 40000 UI SOL INJ CT SER PREENCHIDA X 10 ML 1 DISPOSITIVO,JANSSEN-CILAG FARMACEUTICA LTDA,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV/SC,SOLUCAO PARA DILUICAO PARA INFUSAO,568.0,43.0,19840.88,782572.4599999998,1377.7684154929575,47.333333333333336,65214.37166666665,0.07037643207855974,0.9296235679214403,
BORTEZOMIBE,VERAZO,VERAZO RESTRITO HOSP 35 MG PO LIOF 1 FA OR,LIBBS FARMACEUTICA LTDA ,"Mieloma múltiplo, linfoma do manto",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Inibidor de proteassoma,IV/SC,PO LIOFILO PARA SOLUCAO INJETAVEL,461.0,112.0,11604.52,616844.9300000002,1338.0584164859006,38.416666666666664,51403.74416666668,0.19546247818499127,0.8045375218150087,
ALFAEPOETINA,ERITROMAX,ERITROMAX 40000 UIML SOL INJ CT 1 SER PREENCH X 1 ML SISTEMA SEGURANCA,BLAU FARMACEUTICA S.A.,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV/SC,SOLUCAO PARA DILUICAO PARA INFUSAO,220.0,1.0,549.15,280774.7099999998,1276.2486818181808,18.333333333333332,23397.892499999984,0.004524886877828055,0.995475113122172,
BORTEZOMIBE,VELCADE,VELCADE 35 MG PO LIOF INJ CT FA VD INC,JANSSEN-CILAG FARMACEUTICA LTDA,"Mieloma múltiplo, linfoma do manto",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Inibidor de proteassoma,IV/SC,PO LIOFILO PARA SOLUCAO INJETAVEL,495.0,45.0,43095.34000000001,610796.8700000012,1233.933070707073,41.25,50899.73916666676,0.08333333333333333,0.9166666666666666,
ARSENIO,TRISENOX,TRISENOX 2 MGML SOL DIL INFUS IV CT 10 FA VD TRANS X 6 ML,TEVA FARMACEUTICA LTDA, Leucemia Promielocítica Aguda (LPA) - em LPA de baixo risco a intermediário recém-diagnosticada em combinação com ATRA (ácido transretinóico) ou em monoterapia em LPA refratária ou recidivada,L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,"Indução da apoptose, degradação de proteína de fusão",IV,SOLUCAO PARA DILUICAO PARA INFUSAO,835.0,9.0,11381.6,1010130.159999998,1209.7367185628718,69.58333333333333,84177.51333333318,0.01066350710900474,0.9893364928909952,
ALFAEPOETINA,ALFAEPOETINA,ALFAEPOETINA 40000 UIML SOL INJ CT 1 SER PREENCHIDAS X 1 ML  SISTEMA DE SEGURANCA,FUNDACAO OSWALDO CRUZ,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,364.0,21.0,5974.7,439641.8100000012,1207.8071703296737,30.333333333333332,36636.8175000001,0.05454545454545454,0.9454545454545454,
ATEZOLIZUMABE,TECENTRIQ,TECENTRIQ 1200 MG SOL DIL INFUS IV CT FA VD TRANS X 20 ML,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,"Câncer de pulmão de células não pequenas, carcinoma urotelial, câncer de mama triplo-negativo, carcinoma hepatocelular","L1G5 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, PD-1/PD-L2",Anticorpo monoclonal bloqueador da proteína PD-L1 (ligante da morte programada 1),IV,SOLUCAO PARA DILUICAO PARA INFUSAO,3721.0,2400.0,4342.12,4331943.890000003,1164.1880919107775,310.0833333333333,360995.32416666695,0.39209279529488644,0.6079072047051135,
ACIDO ZOLEDRONICO,ZOMETA,ZOMETA 4 MG SOL INJ CT FA PLAS TRANS X 100 ML,NOVARTIS BIOCIENCIAS S.A,"Câncer de próstata, hipercalcemia maligna, metástases ósseas, osteoporose",M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES,Inibidor de osteoclastos - inibe a reabsorção óssea,IV,SOLUCAO PARA INFUSAO,494.0,53.0,58374.35999999997,574128.7300000038,1162.2039068825989,41.166666666666664,47844.06083333365,0.09689213893967093,0.903107861060329,
ALFAEPOETINA,ALFAEPOETINA,ALFAEPOETINA HUMANA RECOMBINANTE 40000 UIML SOL INJ CT 1 SER PREENCHIDA X 1 ML,FUNDACAO OSWALDO CRUZ,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,13.0,0.0,0.0,14997.64,1153.6646153846154,1.0833333333333333,1249.8033333333333,0,1.0,
ACIDO ZOLEDRONICO,DENSIS,DENSIS 5MG100ML SOL INJ CT BOLS PLAS TRANS SIST FECH X 100ML,EUROFARMA LABORATORIOS S.A.,"Câncer de próstata, hipercalcemia maligna, metástases ósseas, osteoporose",M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES,Inibidor de osteoclastos - inibe a reabsorção óssea,IV,SOLUCAO PARA INFUSAO,29.0,3.0,2291.45,31537.60999999999,1087.5037931034478,2.4166666666666665,2628.134166666666,0.09375,0.90625,
ACIDO ZOLEDRONICO,ZOLIBBS,ACIDO ZOLEDRONICO 5MG100ML SOL INJ CT FA PLAS TRANS SIST FECH X 100ML,LIBBS FARMACEUTICA LTDA ,"Câncer de próstata, hipercalcemia maligna, metástases ósseas, osteoporose",M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES,Inibidor de osteoclastos - inibe a reabsorção óssea,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,10.0,0.0,0.0,10300.34,1030.034,0.8333333333333334,858.3616666666667,0,1.0,
ACIDO ZOLEDRONICO,ZOLIBBS,ZOLIBBS 08 MGML SOL INJ CT FA VD INC X 5 ML,LIBBS FARMACEUTICA LTDA ,"Câncer de próstata, hipercalcemia maligna, metástases ósseas, osteoporose",M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES,Inibidor de osteoclastos - inibe a reabsorção óssea,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,393.0,30.0,12247.74,350435.8900000031,891.6943765903387,32.75,29202.99083333359,0.07092198581560284,0.9290780141843972,
BORTEZOMIBE,ELOME,ELOME 35 MG PO LIOF SOL INJ IVSC CT FA VD TRANS,EUROFARMA LABORATORIOS S.A.,"Mieloma múltiplo, linfoma do manto",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Inibidor de proteassoma,IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,69.0,0.0,0.0,60166.84000000004,871.9831884057977,5.75,5013.903333333336,0,1.0,
BORTEZOMIBE,MIELOCADE,MIELOCADE 35 MG PO LIOF SOL INJ CT FA VD TRANS,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA,"Mieloma múltiplo, linfoma do manto",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Inibidor de proteassoma,IV/SC,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,198.0,10.0,904.54,170314.0999999999,860.1722222222216,16.5,14192.841666666658,0.04807692307692308,0.9519230769230769,
IMUNOGLOBULINA DE COELHO ANTI-TIMÓCITOS HUMANOS,THYMOGLOBULINE,THYMOGLOBULINE 25 MG PO LIOF INJ CT FA VD INC,SANOFI MEDLEY FARMACEUTICA LTDA,Imunossupressão pós transplantes,L4X - OUTROS IMUNOSSUPRESSORES,"Depleção de células T, modulação de receptores celulares, regulação de outras células imunes",IV,SOLUCAO INJETAVEL,180.0,0.0,0.0,152338.4,846.3244444444445,15,12694.866666666667,0,1.0,
ALFAEPOETINA,ALFAEPOETINA,ALFAEPOETINA 40000 UIML SOL INJ CT 12 SER PREENCHIDAS X 075 ML,FUNDACAO OSWALDO CRUZ,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,4.0,0.0,0.0,3074.4,768.6,0.3333333333333333,256.2,0,1.0,
DURVALUMABE,IMFINZI,IMFINZI RESTRITO HOSP CONVENIO 13221 500 MG10 ML ,ASTRAZENECA DO BRASIL LTDA,"Câncer de pulmão de células não pequenas localmente avançado (CPNPC), Câncer de pulmão de pequenas células (CPPC), Câncer do Trato Biliar (CTB), Carcinoma hepatocelular (CHC), Câncer de bexiga","L1G5 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, PD-1/PD-L4",Anticorpo monoclonal bloqueador da proteína PD-L1 (ligante da morte programada 1),IV,SOLUCAO INJETAVEL,1575.0,1508.0,3110.55,1183041.42,751.1374095238094,131.25,98586.78499999999,0.4891339604281544,0.5108660395718456,
BORTEZOMIBE,VERAZO,VERAZO 35 MG PO LIOF SOL INJ CT FA VD AMB,LIBBS FARMACEUTICA LTDA ,"Mieloma múltiplo, linfoma do manto",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Inibidor de proteassoma,IV/SC,PO LIOFILO PARA SOLUCAO INJETAVEL,858.0,193.0,79127.91,641356.4099999992,747.5016433566425,71.5,53446.367499999935,0.18363463368220742,0.8163653663177926,
DERISOMALTOSE FÉRRICA,MONOFER,MONOFER 100 MGML SOL INFUS CT FA VD TRANS X 5 ML,PFIZER BRASIL LTDA,Anemias ferroprivas,B3A1 - FERRO PURO,Repõe ferro,IV,SOLUCAO INJETAVEL,14.0,0.0,0.0,10087.83,720.5592857142857,1.1666666666666667,840.6525,0,1.0,
FILGRASTIM,ZARZIO,ZARZIO RESTRITO HOSP CONVENIO 13221 30 MUI SOL I,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA,"Neutropenia induzida por quimioterapia, pós-TMO",L3A1 - FATORES ESTIMULANTES DE COLÔNIAS,Fator estimulador de colônias de granulócitos (G-CSF),IV/SC,SOLUCAO INJETAVEL,742.0,170.0,5362.889999999998,525314.3200000004,707.9707816711596,61.833333333333336,43776.193333333365,0.18640350877192982,0.8135964912280702,
CARBOXIMALTOSE FERRICA,FERINJECT,FERINJECT 50 MGML SOL INJ IV CT 1 FA VD TRANS X 10 ML,TAKEDA PHARMA LTDA.,Antianêmico,B3A1 - FERRO PURO,Reposição de ferro,IV,SOLUCAO INJETAVEL,525.0,4.0,823.5699999999999,371344.5499999988,707.3229523809501,43.75,30945.379166666567,0.007561436672967864,0.9924385633270322,
POLATUZUMABE VEDOTINA,ROPOLIVY,ROPOLIVY 30 MG PO LIOF SOL INJ IV CT FA VD TRANS,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,Linfoma Difuso de Grandes Células B (LDGCB),"L1G9 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, OUTROS",Anticorpo anti-células B (CD79b) conjugado com antineoplásico,IV,SOLUCAO INJETAVEL,150.0,0.0,0.0,97388.53,649.2568666666666,12.5,8115.7108333333335,0,1.0,
POLATUZUMABE VEDOTINA,ROPOLIVY,ROPOLIVY RESTRITO HOSP 30 MG PO LIOF SOL INJ I,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,Linfoma Difuso de Grandes Células B (LDGCB),"L1G9 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, OUTROS",Anticorpo anti-células B (CD79b) conjugado com antineoplásico,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,12.0,12.0,217646.64,7505.039999999999,625.42,1,625.42,0.5,0.5,
ALFAEPOETINA,ALFAEPOETINA,ALFAEPOETINA CONVENIO 13221 10000 UIML SOL INJ C,BLAU FARMACEUTICA S.A.,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV/SC,SOLUCAO PARA DILUICAO PARA INFUSAO,2.0,0.0,0.0,1247.02,623.51,0.16666666666666666,103.91833333333334,0,1.0,
ACIDO ZOLEDRONICO,AZENTEX,AZENTEX 005 MGML SOL INFUS IV CT FR PLAS TRANS X 100 ML,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,"Câncer de próstata, hipercalcemia maligna, metástases ósseas, osteoporose",M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES,Inibidor de osteoclastos - inibe a reabsorção óssea,IV,SOLUCAO PARA INFUSAO,22.0,1.0,422.46,13423.64,610.1654545454545,1.8333333333333333,1118.6366666666665,0.043478260869565216,0.9565217391304348,
POLATUZUMABE VEDOTINA,ROPOLIVY,ROPOLIVY 140 MG PO LIOF SOL INJ IV CT FA VD TRANS,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,Linfoma Difuso de Grandes Células B (LDGCB),"L1G9 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, OUTROS",Anticorpo anti-células B (CD79b) conjugado com antineoplásico,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,1061.0,360.0,94144.97,632994.9400000001,596.602205466541,88.41666666666667,52749.57833333334,0.2533427163969036,0.7466572836030965,
